Fund Holdings as of,"2026/08/21"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency
"2303","UNITED MICRO ELECTRONICS CORP","Information Technology","Equity","89,139,635.67","0.29","89,139,635.67","129,114,000.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"105560","KB FINANCIAL GROUP","Financials","Equity","88,249,818.51","0.29","88,249,818.51","4,017,629.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"GFI","GOLD FIELDS","Materials","Equity","87,742,653.10","0.29","87,742,653.10","10,203,345.00","-","South Africa","Johannesburg Stock Exchange","JPY","-","ZAR"
"005380","HYUNDAI MOTOR","Consumer Discretionary","Equity","86,934,832.74","0.29","86,934,832.74","1,516,727.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"ITUB4","ITAU UNIBANCO HOLDING PREF SA","Financials","Equity","85,650,216.16","0.28","85,650,216.16","61,964,946.00","-","Brazil","XBSP","JPY","-","BRL"
"GMEXICOB","GRUPO MEXICO B","Materials","Equity","84,988,167.90","0.28","84,988,167.90","33,825,931.00","-","Mexico","Bolsa Mexicana De Valores","JPY","-","MXN"
"PETR4","PETROLEO BRASILEIRO PREF SA","Energy","Equity","81,611,114.38","0.27","81,611,114.38","49,969,955.00","-","Brazil","XBSP","JPY","-","BRL"
"NPN","NASPERS LIMITED CLASS N","Consumer Discretionary","Equity","80,815,441.70","0.27","80,815,441.70","8,717,944.00","-","South Africa","Johannesburg Stock Exchange","JPY","-","ZAR"
"INFY","INFOSYS","Information Technology","Equity","77,830,150.69","0.26","77,830,150.69","34,480,265.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"PETR3","PETROLEO BRASILEIRO SA PETROBRAS","Energy","Equity","76,609,309.40","0.25","76,609,309.40","42,075,160.00","-","Brazil","XBSP","JPY","-","BRL"
"2881","FUBON FINANCIAL HOLDING","Financials","Equity","73,338,548.03","0.24","73,338,548.03","95,853,521.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"9618","JD.COM CLASS A","Consumer Discretionary","Equity","72,652,204.42","0.24","72,652,204.42","26,029,504.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"2345","ACCTON TECHNOLOGY","Information Technology","Equity","72,476,063.14","0.24","72,476,063.14","5,760,000.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"2891","CTBC FINANCIAL HOLDING","Financials","Equity","72,293,848.02","0.24","72,293,848.02","190,763,599.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"1180","THE SAUDI NATIONAL BANK","Financials","Equity","71,531,581.44","0.24","71,531,581.44","33,719,767.00","-","Saudi Arabia","Saudi Stock Exchange","JPY","-","SAR"
"OTP","OTP BANK","Financials","Equity","69,663,876.49","0.23","69,663,876.49","2,506,480.00","-","Hungary","Budapest Stock Exchange","JPY","-","HUF"
"M&M","MAHINDRA AND MAHINDRA LTD","Consumer Discretionary","Equity","68,725,468.63","0.23","68,725,468.63","10,045,942.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"055550","SHINHAN FINANCIAL GROUP","Financials","Equity","66,235,195.35","0.22","66,235,195.35","4,772,228.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"FSR","FIRSTRAND LTD","Financials","Equity","65,940,614.24","0.22","65,940,614.24","57,690,469.00","-","South Africa","Johannesburg Stock Exchange","JPY","-","ZAR"
"3017","ASIA VITAL COMPONENTS","Information Technology","Equity","65,803,952.91","0.22","65,803,952.91","3,687,884.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"AXISBANK","AXIS BANK","Financials","Equity","63,760,106.67","0.21","63,760,106.67","25,514,601.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"2882","CATHAY FINANCIAL HOLDING","Financials","Equity","63,508,042.42","0.21","63,508,042.42","108,747,951.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"KFH","KUWAIT FINANCE HOUSE","Financials","Equity","62,572,671.48","0.21","62,572,671.48","131,040,033.00","-","Kuwait","Kuwait Stock Exchange","JPY","-","KWD"
"LT","LARSEN AND TOUBRO LTD","Industrials","Equity","62,457,268.57","0.21","62,457,268.57","7,661,799.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"BAJFINANCE","BAJAJ FINANCE LTD","Financials","Equity","61,670,706.65","0.20","61,670,706.65","28,194,276.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"992","LENOVO GROUP","Information Technology","Equity","61,606,931.36","0.20","61,606,931.36","85,034,000.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"012450","HANWHA AEROSPACE LTD","Industrials","Equity","60,978,289.20","0.20","60,978,289.20","380,605.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"1303","NAN YA PLASTICS CORP","Materials","Equity","60,598,674.37","0.20","60,598,674.37","54,503,440.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"2899","ZIJIN MINING GROUP LTD H","Materials","Equity","60,537,936.00","0.20","60,537,936.00","67,556,000.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"2382","QUANTA COMPUTER","Information Technology","Equity","60,276,761.00","0.20","60,276,761.00","30,838,000.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"2327","YAGEO","Information Technology","Equity","59,541,826.69","0.20","59,541,826.69","17,724,032.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"9961","TRIP.COM GROUP","Consumer Discretionary","Equity","59,162,211.86","0.19","59,162,211.86","6,711,841.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"857","PETROCHINA LTD H","Energy","Equity","58,190,397.90","0.19","58,190,397.90","237,998,000.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"GFNORTEO","GPO FINANCE BANORTE","Financials","Equity","58,093,216.50","0.19","58,093,216.50","27,766,855.00","-","Mexico","Bolsa Mexicana De Valores","JPY","-","MXN"
"PKO","POWSZECHNA KASA OSZCZEDNOSCI BANK","Financials","Equity","58,059,810.40","0.19","58,059,810.40","9,867,238.00","-","Poland","Warsaw Stock Exchange/Equities/Main Market","JPY","-","PLN"
"SBK","STANDARD BANK GROUP","Financials","Equity","56,583,867.94","0.19","56,583,867.94","15,029,740.00","-","South Africa","Johannesburg Stock Exchange","JPY","-","ZAR"
"CPI","CAPITEC LTD","Financials","Equity","55,827,675.20","0.18","55,827,675.20","1,007,394.00","-","South Africa","Johannesburg Stock Exchange","JPY","-","ZAR"
"2628","CHINA LIFE INSURANCE LTD H","Financials","Equity","55,208,143.80","0.18","55,208,143.80","84,823,000.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"BAP","CREDICORP LTD","Financials","Equity","54,637,203.10","0.18","54,637,203.10","771,911.00","-","Peru","New York Stock Exchange Inc.","JPY","-","USD"
"2059","KING SLIDE WORKS","Information Technology","Equity","54,269,735.94","0.18","54,269,735.94","652,000.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"DELTA.R","DELTA ELECTRONICS (THAILAND) NON-V","Information Technology","Equity","54,202,923.73","0.18","54,202,923.73","35,414,300.00","-","Thailand","Stock Exchange Of Thailand","JPY","-","THB"
"9888","BAIDU CLASS A","Communication","Equity","53,328,291.17","0.18","53,328,291.17","23,740,262.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"PKN","ORLEN","Energy","Equity","53,206,814.42","0.18","53,206,814.42","6,590,602.00","-","Poland","Warsaw Stock Exchange/Equities/Main Market","JPY","-","PLN"
"034020","DOOSAN ENERBILITY LTD","Industrials","Equity","53,100,522.27","0.17","53,100,522.27","5,096,039.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"2360","CHROMA ATE INC","Information Technology","Equity","53,033,710.06","0.17","53,033,710.06","4,146,000.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"086790","HANA FINANCIAL GROUP","Financials","Equity","52,420,252.50","0.17","52,420,252.50","3,094,197.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"2887","TS FINANCIAL HOLDING","Financials","Equity","52,320,034.18","0.17","52,320,034.18","243,474,228.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"3968","CHINA MERCHANTS BANK LTD H","Financials","Equity","52,168,188.25","0.17","52,168,188.25","43,674,464.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"NBK","NATIONAL BANK OF KUWAIT","Financials","Equity","51,281,408.01","0.17","51,281,408.01","96,945,838.00","-","Kuwait","Kuwait Stock Exchange","JPY","-","KWD"
"7010","SAUDI TELECOM","Communication","Equity","51,017,196.09","0.17","51,017,196.09","22,698,407.00","-","Saudi Arabia","Saudi Stock Exchange","JPY","-","SAR"
"6160","BEONE MEDICINES AG","Health Care","Equity","50,616,322.83","0.17","50,616,322.83","9,115,064.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"FAB","FIRST ABU DHABI BANK","Financials","Equity","50,549,510.62","0.17","50,549,510.62","49,749,001.00","-","United Arab Emirates","Abu Dhabi Securities Exchange","JPY","-","AED"
"VAL","VALTERRA PLATINUM LTD","Materials","Equity","50,203,301.90","0.17","50,203,301.90","3,000,195.00","-","South Africa","Johannesburg Stock Exchange","JPY","-","ZAR"
"KOTAKBANK","KOTAK MAHINDRA BANK","Financials","Equity","48,903,500.72","0.16","48,903,500.72","61,613,239.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"2269","WUXI BIOLOGICS CAYMAN","Health Care","Equity","48,287,006.24","0.16","48,287,006.24","39,903,500.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"035420","NAVER","Communication","Equity","47,977,240.54","0.16","47,977,240.54","1,592,084.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"028260","SAMSUNG C&T CORP","Industrials","Equity","47,716,065.54","0.16","47,716,065.54","929,314.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"000270","KIA CORPORATION","Consumer Discretionary","Equity","47,521,702.74","0.16","47,521,702.74","2,640,396.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"1211","SAUDI ARABIAN MINING","Materials","Equity","47,375,930.65","0.16","47,375,930.65","13,928,028.00","-","Saudi Arabia","Saudi Stock Exchange","JPY","-","SAR"
"006400","SAMSUNG SDI LTD","Information Technology","Equity","47,102,607.97","0.15","47,102,607.97","686,902.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"1288","AGRICULTURAL BANK OF CHINA LTD H","Financials","Equity","46,856,617.56","0.15","46,856,617.56","306,571,000.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"068270","CELLTRION","Health Care","Equity","46,814,100.70","0.15","46,814,100.70","1,756,859.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"012330","HYUNDAI MOBIS LTD","Consumer Discretionary","Equity","46,695,660.88","0.15","46,695,660.88","670,892.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"2885","YUANTA FINANCIAL HOLDING","Financials","Equity","46,634,922.50","0.15","46,634,922.50","125,635,038.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"MTN","MTN GROUP","Communication","Equity","45,441,413.48","0.15","45,441,413.48","20,053,322.00","-","South Africa","Johannesburg Stock Exchange","JPY","-","ZAR"
"QNBK","QATAR NATIONAL BANK","Financials","Equity","45,262,235.28","0.15","45,262,235.28","52,559,775.00","-","Qatar","Qatar Exchange","JPY","-","QAR"
"EAND","EMIRATES TELECOM","Communication","Equity","44,648,777.72","0.15","44,648,777.72","39,491,188.00","-","United Arab Emirates","Abu Dhabi Securities Exchange","JPY","-","AED"
"FEMSAUBD","FOMENTO ECONOMICO MEXICANO","Consumer Staples","Equity","44,135,538.47","0.15","44,135,538.47","19,420,396.00","-","Mexico","Bolsa Mexicana De Valores","JPY","-","MXN"
"6669","WIWYNN CORPORATION","Information Technology","Equity","43,704,296.02","0.14","43,704,296.02","1,156,000.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"SBIN","STATE BANK OF INDIA","Financials","Equity","43,637,483.82","0.14","43,637,483.82","20,845,110.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"TCS","TATA CONSULTANCY SERVICES LTD","Information Technology","Equity","42,562,414.62","0.14","42,562,414.62","9,272,338.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"2408","NANYA TECHNOLOGY CORP","Information Technology","Equity","42,541,156.19","0.14","42,541,156.19","13,766,000.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"2357","ASUSTEK COMPUTER INC","Information Technology","Equity","42,225,316.65","0.14","42,225,316.65","7,737,000.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"1088","CHINA SHENHUA ENERGY LTD H","Energy","Equity","41,198,838.15","0.14","41,198,838.15","38,031,000.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"EMAAR","EMAAR PROPERTIES","Real Estate","Equity","41,159,358.21","0.14","41,159,358.21","71,489,841.00","-","United Arab Emirates","Dubai Financial Market","JPY","-","AED"
"TITAN","TITAN COMPANY LTD","Consumer Discretionary","Equity","40,743,300.36","0.13","40,743,300.36","4,024,542.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"1801","INNOVENT BIOLOGICS","Health Care","Equity","40,366,722.45","0.13","40,366,722.45","16,363,000.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"SCCO","SOUTHERN COPPER CORP","Materials","Equity","39,926,369.25","0.13","39,926,369.25","1,050,844.00","-","Peru","New York Stock Exchange Inc.","JPY","-","USD"
"AMXB","AMERICA MOVIL B","Communication","Equity","39,926,369.25","0.13","39,926,369.25","178,254,372.00","-","Mexico","Bolsa Mexicana De Valores","JPY","-","MXN"
"SUNPHARMA","SUN PHARMACEUTICAL INDUSTRIES LTD","Health Care","Equity","39,066,921.27","0.13","39,066,921.27","10,271,603.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"PBBANK","PUBLIC BANK","Financials","Equity","39,033,515.17","0.13","39,033,515.17","161,254,800.00","-","Malaysia","Bursa Malaysia","JPY","-","MYR"
"BBCA","BANK CENTRAL ASIA","Financials","Equity","37,961,482.89","0.12","37,961,482.89","550,442,600.00","-","Indonesia","Indonesia Stock Exchange","JPY","-","IDR"
"2886","MEGA FINANCIAL HOLDING LTD","Financials","Equity","37,527,203.53","0.12","37,527,203.53","135,303,575.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"MARUTI","MARUTI SUZUKI INDIA LTD","Consumer Discretionary","Equity","37,527,203.53","0.12","37,527,203.53","1,360,459.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"2884","E.SUN FINANCIAL HOLDING","Financials","Equity","37,193,142.48","0.12","37,193,142.48","166,586,156.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"032830","SAMSUNG LIFE LTD","Financials","Equity","36,834,786.08","0.12","36,834,786.08","903,422.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"3231","WISTRON","Information Technology","Equity","36,661,681.72","0.12","36,661,681.72","34,073,004.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"2344","WINBOND ELECTRONICS","Information Technology","Equity","36,622,201.78","0.12","36,622,201.78","34,710,946.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"SHFL","SHRIRAM FINANCE LTD","Financials","Equity","36,002,670.38","0.12","36,002,670.38","15,975,015.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"2301","LITE ON TECHNOLOGY","Information Technology","Equity","35,698,978.51","0.12","35,698,978.51","22,367,238.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"005490","POSCO","Materials","Equity","35,343,659.03","0.12","35,343,659.03","800,785.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"9987","YUM CHINA HOLDINGS INC","Consumer Discretionary","Equity","35,307,216.01","0.12","35,307,216.01","3,831,547.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"ETE","NATIONAL BANK OF GREECE","Financials","Equity","35,243,440.72","0.12","35,243,440.72","9,739,162.00","-","Greece","Athens Exchange S.A. Cash Market","JPY","-","EUR"
"5274","ASPEED TECHNOLOGY","Information Technology","Equity","35,188,776.18","0.12","35,188,776.18","373,780.00","-","Taiwan","Gretai Securities Market","JPY","-","TWD"
"3008","LARGAN PRECISION LTD","Information Technology","Equity","35,143,222.40","0.12","35,143,222.40","1,066,000.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"7769","HONPRECISION INC","Information Technology","Equity","34,997,450.31","0.12","34,997,450.31","907,000.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"2412","CHUNGHWA TELECOM LTD","Communication","Equity","34,991,376.47","0.12","34,991,376.47","42,887,000.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"EMIRATESNBD","EMIRATES NBD","Financials","Equity","34,620,872.40","0.11","34,620,872.40","21,593,056.00","-","United Arab Emirates","Dubai Financial Market","JPY","-","AED"
"CEMEXCPO","CEMEX CPO","Materials","Equity","34,535,838.68","0.11","34,535,838.68","169,938,557.00","-","Mexico","Bolsa Mexicana De Valores","JPY","-","MXN"
"BBDC4","BANCO BRADESCO PREF","Financials","Equity","34,535,838.68","0.11","34,535,838.68","59,504,315.00","-","Brazil","XBSP","JPY","-","BRL"
"CIMB","CIMB GROUP HOLDINGS","Financials","Equity","33,512,397.10","0.11","33,512,397.10","88,827,500.00","-","Malaysia","Bursa Malaysia","JPY","-","MYR"
"175","GEELY AUTOMOBILE HOLDINGS LTD","Consumer Discretionary","Equity","33,482,027.91","0.11","33,482,027.91","74,084,000.00","-","China","Hong Kong Exchanges And Clearing Ltd","JPY","-","HKD"
"066570","LG ELECTRONICS INC","Consumer Discretionary","Equity","33,305,886.63","0.11","33,305,886.63","1,197,989.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"NTPC","NTPC LTD","Utilities","Equity","33,284,628.20","0.11","33,284,628.20","49,369,327.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"300750","CONTEMPORARY AMPEREX TECHNOLOGY A","Industrials","Equity","33,242,111.34","0.11","33,242,111.34","3,036,351.00","-","China","Shenzhen Stock Exchange","JPY","-","CNY"
"BEL","BHARAT ELECTRONICS LTD","Industrials","Equity","33,017,379.36","0.11","33,017,379.36","40,372,524.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"3443","GLOBAL UNICHIP","Information Technology","Equity","32,947,530.23","0.11","32,947,530.23","979,000.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"3653","JENTECH PRECISION INDUSTRIAL LTD","Information Technology","Equity","32,892,865.70","0.11","32,892,865.70","982,670.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"2890","SINOPAC FINANCIAL HOLDINGS","Financials","Equity","32,798,721.22","0.11","32,798,721.22","139,440,828.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"2883","KGI FINANCIAL HOLDING","Financials","Equity","32,744,056.68","0.11","32,744,056.68","180,193,444.00","-","Taiwan","Taiwan Stock Exchange","JPY","-","TWD"
"6223","MPI CORP","Information Technology","Equity","32,692,429.07","0.11","32,692,429.07","968,000.00","-","Taiwan","Gretai Securities Market","JPY","-","TWD"
"HINDUNILVR","HINDUSTAN UNILEVER LTD","Consumer Staples","Equity","32,601,321.51","0.11","32,601,321.51","8,047,980.00","-","India","National Stock Exchange Of India","JPY","-","INR"
"MAYBANK","MALAYAN BANKING","Financials","Equity","32,586,136.92","0.11","32,586,136.92","65,146,600.00","-","Malaysia","Bursa Malaysia","JPY","-","MYR"
"316140","WOORI FINANCIAL GROUP INC","Financials","Equity","32,206,522.09","0.11","32,206,522.09","7,435,538.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"WALMEX*","WALMART DE MEXICO V","Consumer Staples","Equity","31,839,054.93","0.10","31,839,054.93","59,244,684.00","-","Mexico","Bolsa Mexicana De Valores","JPY","-","MXN"
"034730","SK INC","Industrials","Equity","31,766,168.88","0.10","31,766,168.88","407,372.00","-","Korea (South)","Korea Exchange (Stock Market)","JPY","-","KRW"
"ICT","INTERNATIONAL CONTAINER TERMINAL S","Industrials","Equity","31,562,695.34","0.10","31,562,695.34","10,598,100.00","-","Philippines","Philippine Stock Exchange Inc.","JPY","-","PHP"
"TATASTEEL","TATA STEEL LTD","Materials","Equity","30,879,388.64","0.10","30,879,388.64","84,241,621.00","-","India","National Stock Exchange Of India","JPY","-","INR"
