Ticker,Name,Short name,Region,Company
533A,NZAM ETF S&P500(Unhedged),sp500,,nzam
534A,NZAM ETF NASDAQ100(Unhedged),nasdaq100,,nzam
535A,NZAM ETF DAX(Unhedged),dax,,nzam
536A,NZAM ETF MSCI-KOKUSAI(Unhedged),kokusai,,nzam
537A,NZAM ETF MSCI ACWI(Unhedged),acwi,,nzam
538A,NZAM ETF US Treasury 7-10Y(Unhedged),ust710,,nzam
539A,NZAM ETF FTSE WGBI ex Japan(Unhedged),nzamFtseWgbiExJapan,,nzam
540A,Listed Index Fund Nikkei Bank Stock Top 10,banks,,amova
541A,One ETF TOPIX High Dividend Growth Index,topixHighdiv,,one
552A,MAXIS US AI Infrastructure Equity ETF,aiinfra,,maxis
563A,Global X Nasdaq 100 Daily Covered Call ETF,nasdaq100Coveredcall,,globalX
564A,Global X S&P Developed Cash Flow Top 100 ETF,globalXSpDevelopedCashFl,,globalX
566A,iFreeETF Bloomberg Japan ex-Financials High Dividend 50 Index,exfinancialsHighdiv,,ifree
568A,iShares Silver ETF,silver,,ishares
569A,iShares Platinum ETF,platinum,,ishares
570A,iShares 0-1 Year Japan Government Bond ETF,jgb01,,ishares
571A,iShares 1-3 Year Japan Government Bond ETF,jgb13,,ishares
572A,iShares 3-7 Year Japan Government Bond ETF,jgb37,,ishares
573A,iShares 20+ Year Japan Government Bond ETF,jgb20,,ishares
576A,Global X China Tech Covered Call ETF,chinaTechCoveredcall,,globalX
577A,Global X Silver ETF,silver,,globalX
578A,Global X Silver ETF (JPY Hedged),silverHedge,,globalX
579A,Global X Silver Miners ETF,silverminers,,globalX
580A,Global X Copper Miners ETF,copperminers,,globalX
585A,NV Bottom Up Equity Investment Strategy Active ETF,active,,nv
586A,NEXT FUNDS Nikkei Japan Entertainment Content Stock Index Exchange Traded Fund,entertainment,,nextFunds
587A,Invesco QQQ Trust,nasdaq100,,invesco
600A,Nissay ETF Russell 2000,russell2000,,nissay
605A,NEXT FUNDS Japan Equity Policy Focus Exchange Traded Fund,japanPolicy,,nextFunds
608A,Listed Index Fund TSE REIT High Yield 30,reit,,amova
609A,Global X Japan Wholesale Trade & Resource Business ETF,wholesale,,globalX
610A,Global X Space Tech Top 10 ETF (ex-Japan),space,,globalX
611A,One ETF Japanese Government Bond 27-30 years,jgb2730,,one
613A,iFreeETF German Government 0-3 Month Bill,germanyBond03m,,ifree
