Code,Name,ISIN,Exchange,Currency,Shares Amount,Stock Price
MKC,MCCORMICK & CO-NON VTG SHRS,US5797802064,XNYS,USD,379.267205,55.22
MCD,MCDONALDS CORP,US5801351017,XNYS,USD,74.860881,269.13
MDT,MEDTRONIC PLC,IE00BTN1Y115,XNYS,USD,240.921202,92.3
NEE,NEXTERA ENERGY INC,US65339F1012,XNYS,USD,220.651079,85.03
NUE,NUCOR CORP,US6703461052,XNYS,USD,83.62634,240.48
PNR,PENTAIR PLC,IE00BLS09M33,XNYS,USD,313.042878,63.78
PEP,PEPSICO INC,US7134481081,XNAS,USD,145.435712,142.08
PPG,PPG INDUSTRIES INC,US6935061076,XNYS,USD,168.058329,112.44
PG,PROCTER & GAMBLE CO,US7427181091,XNYS,USD,132.287524,142.97
ROP,ROPER TECHNOLOGIES INC,US7766961061,XNAS,USD,58.586777,410.45
SHW,SHERWIN-WILLIAMS CO,US8243481061,XNYS,USD,61.680468,346.11
SPGI,S&P GLOBAL INC,US78409V1044,XNYS,USD,45.98643,432.16
SWK,STANLEY BLACK & DECKER,US8545021011,XNYS,USD,221.037791,98.85
SYY,SYSCO CORP,US8718291078,XNYS,USD,240.244457,83.06
TGT,TARGET CORP,US87612E1064,XNYS,USD,143.050992,158.25
TROW,T ROWE PRICE GROUP INC,US74144T1088,XNAS,USD,170.056338,112.19
WMT,WALMART INC,US9311421039,XNAS,USD,180.46532,103.5925
WST,WEST PHARMACEUTICAL SERVICES INC,US9553061055,XNYS,USD,55.041922,353.77
GWW,WW GRAINGER INC,US3848021040,XNYS,USD,14.566129,1300.34
CHRW,C H ROBINSON WORLDWIDE INC,US12541W2098,XNAS,USD,95.16323,143.83
SJM,JM SMUCKER CO/THE,US8326964058,XNYS,USD,167.123776,123.05
NDSN,NORDSON CORP,US6556631025,XNAS,USD,67.674495,334.7
LIN,LINDE PLC,IE000S9YS762,XNAS,USD,38.800043,481.29
KVUE,KENVUE INC,US49177J1025,XNYS,USD,1031.294851,18.93
FAST,FASTENAL CO,US3119001044,XNAS,USD,435.24368,50.66
ERIE,ERIE INDEMNITY CO,US29530P1021,XNAS,USD,93.551932,262.29
ES,EVERSOURCE ENERGY,US30040W1080,XNYS,USD,264.96176,72.15
FDS,FACTSET RESEARCH SYSTEMS INC,US3030751057,XNYS,USD,80.468197,300.06
XOM,EXXON MOBIL CORP,US30233Q1085,XNYS,USD,127.743665,166.15
NOBL,PROSHARES S&P 500 DIVIDEND A,US74348A4673,BATS,USD,876.22358,58.43
ESS,ESSEX PROPERTY TRUST INC,US2971781057,XNYS,USD,67.320009,287.71
FRT,FEDERAL REALTY INVS TRUST,US3137451015,XNYS,USD,157.778251,117.25
O,REALTY INCOME CORP,US7561091049,XNYS,USD,303.375093,63.17
,nan,CASHUSDJPY01,,USD,26243.6529,0.006283775
,DJIA MICR MIN CBOTSep26,,CME,USD,0.999004,52849
,2026-09-04,FORWARD,,USD,-1460000.0,0.006290776
,2026-09-04,FORWARD,,USD,-30000.0,0.006290776
ETF Code,ETF Name,Fund Cash Component,Shares Outstanding,Fund Date,,
2095,Global X S&P 500 Dividend Aristocrats ETF (JPY Hedged),2224054.31097,200000,20260824,,
,,,,,,
